,Address,Price,Bed,Bath,SQFT,Lot Sqft,Description,latitude,longitude,Listing URL,Type of Home,Picture,Street,City,State,Zip Code
712,"2007 Lakeshore Dr, Austin, TX 78746","$7,000,000",0,,070,,"Ideal opportunity to realize your Lake Austin estate dreams. Situated on over . 7 acres, this waterfront lot with breathtaking lake and city skyline views includes a fully permitted set of plans for a truly unique to-be-built modern home designed by renowned architect Matt Fajkus. Multi-award winning high end boat dock with upper deck outdoor living space completed, plus permit and plans available to add a second boat slip. Price includes Lake Austin waterfront lot, existing boat dock shown in photos and fully permitted house plans (does not include construction costs). House Plan Features: 5 bed | 6 full bath | 2 half bath | 13,860 sq ft | 10,327 sq ft conditioned | 3,533 sq ft uncondition",30.301594,-97.7866559,https://www.redfin.com/TX/Austin/2007-Lakeshore-Dr-78746/home/31239560,Accommodation,,2007 Lakeshore Dr, Austin,TX,78746
713,"2305 Thrasher Ln, Austin, TX 78741","$899,990",0,,147,,This property is 1.46 acres total with 134feet of frontage as well as 491 feet deep. Its zoned Residential SF-3 NP. The property is 40% cleared and has been used as an extra driveway for years now. Utilities are available at the street. The property is Outside of the special flood hazard area as well. Buyer to pay closing costs  &amp;  survey,30.219679,-97.701736,https://www.redfin.com/TX/Austin/2305-Thrasher-Ln-78741/home/109972485,Accommodation,,2305 Thrasher Ln, Austin,TX,78741
714,"2610 Cuernavaca Dr, Austin, TX 78733","$1,295,000",0,,150,,"Discover 1.5 private acres in Westlake&mdash;a fresh opportunity to craft your hidden treasure. Introducing your chance to build a dream estate in the serene hill country, mere steps from Lake Austin. This exclusive, tree-laden property is primed for an architect skilled in designing extraordinary homes that integrate vast expanses of glass and windows, seamlessly merging the indoors with the outdoors while ensuring utmost privacy. Strategically situated only 20 minutes from downtown Austin and 10 minutes from the Hill Country Galleria, this peaceful retreat combines convenience with the tranquility of seclusion. Benefit from top-tier education in the Eanes Independent School District, reco",30.343751,-97.849559,https://www.redfin.com/TX/Austin/2610-Cuernavaca-Dr-N-78733/home/191760339,Accommodation,,2610 Cuernavaca Dr, Austin,TX,78733
716,"TBD River Place Blvd, Austin, TX 78730","$28,000",0,,784,,Small 0.018 acre tract in River Place Country Club Sub-Division.,30.2766031,-97.7162541,https://www.redfin.com/TX/Austin/2300-E-14th-St-78702/home/34249292,Accommodation,,TBD River Place Blvd, Austin,TX,78730
717,"2300 E 14th St, Austin, TX 78704","$2,500,000",0,,030,,"Development opportunity for two adjacent lots in the rapidly developing Chestnut neighborhood of East Austin. Together, these lots offer just under a third of an acre of prime high-traffic real estate, ready for development. Nestled in the heart of East Austin, the Chestnut neighborhood offers local charm and urban appeal. Enjoy quick and convenient access to downtown Austin, ACC, and all major highways. With significant new construction and development happening in the area, these lots present a remarkable opportunity. With the potential for vertical mixed-use development, you can maximize the use of space and capitalize on the area&rsquo;s growth. Don&rsquo;t miss out on this exceptional ",30.362593,-97.94544,https://www.redfin.com/TX/Austin/15004-Nightingale-Ln-78734/home/109925754,Accommodation,,2300 E 14th St, Austin,TX,78704
718,"15004 Nightingale Ln, Austin, TX 78734","$315,000",0,,038,,"Discover the perfect canvas for your dream home in the beautiful community of Cardinal Hills! This beautiful, large, and level lot offers an exceptional opportunity to build the home you've always envisioned. Nestled against a serene green space, this property provides a tranquil and private setting, ideal for nature lovers and those seeking a peaceful retreat. Located less than a mile from the pristine waters of Lake Travis, you'll enjoy easy access to a variety of recreational activities including boating, fishing, and swimming. The lot's prime location also means you're just minutes away from excellent shopping, dining, and entertainment options, ensuring convenience and an enviable life",30.2782611,-97.93419237,https://www.redfin.com/TX/Austin/TBD-Overlook-Pass-78738/home/191746440,Accommodation,,15004 Nightingale Ln, Austin,TX,78734
719,"TBD Overlook Pass, Austin, TX 78738","$5,700,000",0,,1970,,"Welcome to a truly extraordinary property- 19.69 stunning acres within the prestigious Barton Creek Preserve subdivision in Austin. Magnificent oak and pecan trees adorn pristine pastures, while Barton Creek gracefully meanders through the heart of the land, flanked by low water crossings spanning up to 30 feet wide and one to two feet deep. Once part of a historic ranch, the landscape features lush fields cascading down to the water's edge, with a striking rock wall across the creek offering breathtaking views. The serene scenery attracts abundant wildlife, including deer and turkey, creating your own private sanctuary. This land offers an unparalleled opportunity to have your very own tra",30.2105546,-97.7137143,https://www.redfin.com/TX/Austin/3200-1-2-Montopolis-Dr-78744/home/188630951,Accommodation,,TBD Overlook Pass, Austin,TX,78738
720,"0001 Montopolis Dr, Austin, TX 78741","$224,998",0,,6969,,SF3 Lot. Possibility to build up to 3 units,30.2970279,-97.7293855,https://www.redfin.com/TX/Austin/603-Texas-Ave-78705/home/31414217,SingleFamilyResidence,,0001 Montopolis Dr, Austin,TX,78741
721,"1210 Windsor Rd #219, Austin, TX 78703","$395,000",2,1,892,,"Location is key, and this 2-bedroom, 1-bathroom, 892 sq. ft. mid-century modern condo is ideally situated next to downtown Austin in the popular historic Clarksville neighborhood. The open floor plan and large windows provide ample natural light and offer views of the beautifully manicured community pool. Mature oak trees surrounding the community cast serene shadows through the windows, creating a peaceful retreat despite the nearby downtown activity. Walk to 5-star restaurants, the flagship Whole Foods, and easily bike to both ACC and UT. Situated between two of Austin&rsquo;s greatest outdoor spaces, Pease Park and Zilker Park, you can choose which one to bike the trails on or throw a fr",30.4451807,-97.760011,https://www.redfin.com/TX/Austin/12905-Marimba-Trl-78729/home/32799995,SingleFamilyResidence,,1210 Windsor Rd #219, Austin,TX,78703
722,"4716 Frontier Trl, Austin, TX 78745","$599,999",3,2,1286,024,"Welcome to this stunning 1957 remodeled home that seamlessly blends mid-century charm with a modern luxury atmosphere. The lush landscape surrounding the property includes mature trees and a large backyard perfect for outdoor entertaining. Step inside and be greeted by a spacious living area featuring a mix of vintage and contemporary elements. The kitchen boasts sleek quartz countertops, black stainless steel appliances, and ample storage space. The bedrooms are quiet retreats with plenty of natural light. Outside, the expansive yard is a nature lover's paradise with greenery all around, creating a serene and peaceful ambiance. This home is perfect for those looking to immerse themselves i",30.3635116,-97.8052369,https://www.redfin.com/TX/Austin/5807-City-Park-Rd-78730/unit-14/home/31075346,SingleFamilyResidence,,4716 Frontier Trl, Austin,TX,78745
724,"9722 Sugar Hill Dr, Austin, TX 78748","$479,000",3,2,1693,025,"Welcome to your dream home in the sought-after Tanglewood Forest neighborhood! Nestled in a serene setting, this charming property boasts a range of desirable features designed for comfortable family living. Enjoy the beauty of mature trees that provide both shade and a picturesque view, enhancing the curb appeal of this lovely home. Situated on almost 1/4 acre, this property features a large front yard and an expansive backyard, offering ample space for outdoor activities, gardening, and entertaining guests. Conveniently located within walking distance to an elementary school, community tennis courts, a duck pond, a pool, and a playground, this home ensures plenty of recreational opportuni",30.35183,-97.686099,https://www.redfin.com/TX/Austin/8917-N-Plaza-Ct-78753/unit-53/home/31488884,SingleFamilyResidence,,9722 Sugar Hill Dr, Austin,TX,78748
725,"11328 Fletcher Hall Ln, Austin, TX 78717","$535,000",3,25,1918,5593,"This 3-bedroom stone beauty sits in a great Avery Ranch community and backs up to a greenbelt for maximum privacy. Inside the front door, the home exudes old-world charm, with vaulted ceilings, crown molding, and gorgeous hardwood floors. New shingles to be installed soon! Beyond the spacious living room, the eat-in kitchen features granite countertops, stainless appliances, a pantry and a breakfast bar. A few steps away, the covered porch, extended back deck and pergola offer plenty of space to entertain. The rest of the fenced-in yard includes shade trees and landscaped planting beds. The best part? The amazing greenbelt views  &amp;  privacy. Back inside, the main-floor primary bedroom b",30.244527,-97.7413477,https://www.redfin.com/TX/Austin/1515-Travis-Heights-Blvd-78704/home/31618041,SingleFamilyResidence,,11328 Fletcher Hall Ln, Austin,TX,78717
726,"2511 Sherwood Ln, Austin, TX 78704","$795,000",4,2,1620,028,"Excellent location, well-maintained, fully occupied duplex in South Austin. Each unit is 2/1 with some updates including kitchen counters, appliances, cabinets, floors, fixtures, and bathrooms. Enormous covered back patio provides abundance of outdoor living. Over 1/4 acre corner lot leaves room for tons of landscaping potential and future re-development. Washer/dryer units are indoor. Dream tenants have not missed rent and keep each unit clean and cared for. Please remove shoes during showings. Absolutely no photos or videos as both tenants are artists. Pets on premises. Tenants may work from home.",30.17362,-97.9942028,https://www.redfin.com/TX/Austin/261-Stoney-Point-Rd-78737/home/44649594,SingleFamilyResidence,,2511 Sherwood Ln, Austin,TX,78704
727,"144 Swallowtail Dr, Austin, TX 78737","$640,000",4,3,2603,029,"Welcoming single story brick home in the coveted Highpointe community! Beautiful lot with mature shade tree in front and expansive backyard. 3 car garage and a wide driveway offers plenty of parking. Inside you will find an open  &amp;  spacious floor plan with built-in features, multiple dining spaces, wood  &amp;  tile flooring throughout the main areas, and excellent storage. Three full bathrooms offer convenience for hosting family and longer term guests. And an added mud room provides a designated space for all your miscellaneous outwear. A built-in desk/workspace is nestled in the hallway and functions as a home office or school work area. The heart of the home boasts a modern white k",30.434469,-97.688322,https://www.redfin.com/TX/Austin/2305-Daisy-Dr-78727/home/31570629,SingleFamilyResidence,,144 Swallowtail Dr, Austin,TX,78737
